.,,,,,,,,,,,,,,,,,
Row ID,Order ID,Order Date,Year,Ship Date,Ship Mode,CUS ID Name ,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sales,Quantity,Discount
20,CA-2016-158568,22-10-2014,2014,27-12-2017,Standard Class,RB-19465 Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,OFF-BI-10002609,Office Supplies,1.788,3,0.8
21,CA-2016-128867,14-09-2014,2014,23-11-2015,Standard Class,CL-12565 Clay Ludtke,Consumer,United States,Urbandale,Iowa,50322,Central,OFF-BI-10003981,Office Supplies,27.24,6,0
22,CA-2014-115259,14-09-2014,2014,23-11-2015,Second Class,RC-19960 Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,OFF-FA-10000621,Office Supplies,40.096,14,0.2
23,US-2015-136476,19-11-2014,2014,30-08-2014,Standard Class,GG-14650 Greg Guthrie,Corporate,United States,Bristol,Tennessee,37620,South,OFF-BI-10003650,Office Supplies,157.794,1,0.7
24,CA-2016-103730,19-11-2014,2014,22-07-2016,First Class,SC-20725 Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,FUR-FU-10002157,Furniture,47.04,3,0
25,CA-2016-103730,19-11-2014,2014,22-07-2016,First Class,SC-20725 Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,OFF-BI-10003910,Office Supplies,30.84,4,0
26,CA-2016-103730,26-08-2014,2014,14-10-2015,First Class,SC-20725 Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,OFF-EN-10002500,Office Supplies,115.02,9,0
27,US-2017-107272,21-03-2014,2014,25-03-2014,Standard Class,TS-21610 Troy Staebel,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10003274,Office Supplies,2.388,2,0.7
28,US-2017-107272,21-03-2014,2014,25-03-2014,Standard Class,TS-21610 Troy Staebel,Consumer,United States,Phoenix,Arizona,85023,West,OFF-ST-10002974,Office Supplies,243.992,7,0.2
29,CA-2016-110366,13-09-2014,2014,27-12-2015,Second Class,JD-15895 Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004848,Furniture,82.8,2,0.2
30,CA-2015-110744,19-09-2014,2014,16-11-2017,Standard Class,HA-14920 Helen Andreada,Consumer,United States,Pasadena,California,91104,West,OFF-ST-10003656,Office Supplies,671.93,7,0
31,CA-2014-110072,19-09-2014,2014,15-12-2016,Standard Class,MG-17680 Maureen Gastineau,Home Office,United States,Newark,Ohio,43055,East,FUR-FU-10000521,Furniture,93.888,4,0.2
32,CA-2014-118962,26-12-2014,2014,20-12-2016,Standard Class,CS-12130 Chad Sievert,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10000659,Office Supplies,20.94,3,0
33,CA-2014-118962,26-12-2014,2014,20-12-2016,Standard Class,CS-12130 Chad Sievert,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10001144,Office Supplies,110.96,2,0
34,CA-2014-118962,26-12-2014,2014,24-11-2016,Standard Class,CS-12130 Chad Sievert,Consumer,United States,Los Angeles,California,90004,West,FUR-CH-10003817,Furniture,340.144,7,0.2
35,US-2014-100853,26-12-2014,2014,24-11-2016,Standard Class,JB-15400 Jennifer Braxton,Corporate,United States,Chicago,Illinois,60623,Central,OFF-AP-10000891,Office Supplies,52.448,2,0.8
36,US-2014-100853,26-12-2014,2014,24-11-2016,Standard Class,JB-15400 Jennifer Braxton,Corporate,United States,Chicago,Illinois,60623,Central,OFF-LA-10003148,Office Supplies,20.16,4,0.2
37,CA-2014-158274,30-12-2014,2014,23-11-2017,Second Class,RM-19675 Robert Marley,Home Office,United States,Monroe,Louisiana,71203,South,TEC-PH-10003273,Technology,503.96,4,0
38,CA-2014-158274,27-09-2014,2014,14-09-2016,Second Class,RM-19675 Robert Marley,Home Office,United States,Monroe,Louisiana,71203,South,TEC-AC-10002345,Technology,29,2,0
39,CA-2016-105018,28-12-2014,2014,14-09-2016,Standard Class,SK-19990 Sally Knutson,Consumer,United States,Fairfield,Connecticut,6824,East,OFF-BI-10001890,Office Supplies,7.16,2,0
40,CA-2014-123260,19-09-2014,2014,14-09-2016,Standard Class,FM-14290 Frank Merwin,Home Office,United States,Los Angeles,California,90032,West,TEC-AC-10002323,Technology,176.8,8,0
41,US-2017-124303,13-04-2014,2014,17-07-2014,Standard Class,FH-14365 Fred Hopkins,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10000343,Office Supplies,2.946,2,0.7
42,US-2017-124303,13-04-2014,2014,26-06-2015,Standard Class,FH-14365 Fred Hopkins,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10002749,Office Supplies,16.056,3,0.2
43,CA-2017-105074,13-04-2014,2014,17-04-2014,Standard Class,MB-17305 Maria Bertelson,Consumer,United States,Akron,Ohio,44312,East,OFF-PA-10002666,Office Supplies,21.744,3,0.2
44,CA-2014-133690,13-04-2014,2014,17-04-2014,First Class,BS-11755 Bruce Stewart,Consumer,United States,Denver,Colorado,80219,West,FUR-TA-10004289,Furniture,218.75,2,0.5
45,CA-2017-135860,24-09-2014,2014,13-04-2016,Standard Class,JH-15985 Joseph Holt,Consumer,United States,Saginaw,Michigan,48601,Central,OFF-FA-10000134,Office Supplies,52.29,9,0
46,CA-2015-146262,23-07-2014,2014,27-07-2014,Standard Class,VW-21775 Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,TEC-AC-10000109,Technology,89.584,2,0.2
47,CA-2016-130162,23-07-2014,2014,27-07-2014,Standard Class,JH-15910 Jonathan Howell,Consumer,United States,Los Angeles,California,90032,West,OFF-ST-10001328,Office Supplies,93.06,6,0
48,CA-2016-130162,23-07-2014,2014,27-07-2014,Standard Class,JH-15910 Jonathan Howell,Consumer,United States,Los Angeles,California,90032,West,TEC-PH-10002563,Technology,302.376,3,0.2
49,CA-2015-169397,23-07-2014,2014,27-07-2014,First Class,JB-15925 Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,OFF-FA-10000585,Office Supplies,5.584,2,0.2
50,US-2014-156216,24-11-2014,2014,26-12-2014,Standard Class,EA-14035 Erin Ashbrook,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-BI-10001679,Office Supplies,18.648,7,0.7
51,US-2017-100930,21-09-2014,2014,20-04-2014,Standard Class,CS-12400 Christopher Schild,Home Office,United States,Tampa,Florida,33614,South,FUR-TA-10001705,Furniture,233.86,2,0.45
52,US-2017-100930,21-09-2014,2014,29-12-2017,Standard Class,CS-12400 Christopher Schild,Home Office,United States,Tampa,Florida,33614,South,FUR-TA-10003473,Furniture,620.6145,3,0.45
53,CA-2016-157749,24-12-2014,2014,23-10-2017,Second Class,KL-16645 Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,OFF-PA-10003349,Office Supplies,25.92,5,0.2
54,CA-2016-157749,16-04-2014,2014,23-08-2017,Second Class,KL-16645 Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10000576,Furniture,419.68,5,0.6
55,CA-2016-157749,22-06-2014,2014,21-04-2016,Second Class,KL-16645 Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10002505,Furniture,4.044,3,0.6
56,CA-2016-146941,19-12-2014,2014,25-03-2017,First Class,DL-13315 Delfina Latchford,Consumer,United States,New York City,New York,10024,East,OFF-ST-10001228,Office Supplies,80.58,6,0
57,CA-2016-146941,19-12-2014,2014,24-10-2017,First Class,DL-13315 Delfina Latchford,Consumer,United States,New York City,New York,10024,East,OFF-EN-10003296,Office Supplies,361.92,4,0
58,CA-2017-132976,22-07-2014,2014,13-06-2014,Standard Class,AG-10495 Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10004470,Office Supplies,18.176,4,0.2
59,CA-2017-132976,22-07-2014,2014,19-09-2014,Standard Class,AG-10495 Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10000876,Office Supplies,59.712,6,0.2
60,CA-2017-132976,29-10-2014,2014,19-09-2014,Standard Class,AG-10495 Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-LA-10002043,Office Supplies,24.84,3,0.2
61,US-2015-161991,14-09-2014,2014,14-05-2016,Second Class,SC-20725 Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10004967,Office Supplies,2.08,5,0.8
62,US-2015-161991,14-09-2014,2014,21-03-2016,Second Class,SC-20725 Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,TEC-PH-10001760,Technology,1114.4,7,0.2
63,US-2016-141544,14-09-2014,2014,22-09-2015,First Class,PO-18850 Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-LA-10001074,Office Supplies,100.24,10,0.2
64,US-2016-141544,14-09-2014,2014,22-09-2015,First Class,PO-18850 Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10001524,Office Supplies,37.764,6,0.7
65,CA-2017-134306,15-03-2014,2014,21-07-2016,Standard Class,TD-20995 Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,1852,East,OFF-AR-10001374,Office Supplies,12.96,2,0
66,CA-2016-129714,15-03-2014,2014,19-03-2014,First Class,AB-10060 Adam Bellavance,Home Office,United States,New York City,New York,10009,East,TEC-AC-10000290,Technology,6.79,1,0
67,CA-2016-129714,15-03-2014,2014,19-03-2014,First Class,AB-10060 Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-PA-10001970,Office Supplies,24.56,2,0
68,CA-2016-129714,15-03-2014,2014,19-03-2014,First Class,AB-10060 Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-BI-10002160,Office Supplies,3.048,1,0.2
69,CA-2016-129714,15-03-2014,2014,19-03-2014,First Class,AB-10060 Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-PA-10001970,Office Supplies,49.12,4,0
70,CA-2016-129714,23-05-2014,2014,19-03-2014,First Class,AB-10060 Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-BI-10004995,Office Supplies,4355.168,4,0.2
71,CA-2016-138520,23-05-2014,2014,27-05-2014,Standard Class,JL-15505 Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,FUR-BO-10002268,Furniture,388.704,6,0.2
72,CA-2016-138520,23-05-2014,2014,27-05-2014,Standard Class,JL-15505 Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,OFF-EN-10001137,Office Supplies,8.26,2,0
73,CA-2014-123344,26-12-2014,2014,23-08-2017,Standard Class,JD-16060 Julia Dunbar,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10001713,Office Supplies,211.96,4,0
74,CA-2016-108987,24-12-2014,2014,30-03-2016,Second Class,AG-10675 Anna Gayman,Consumer,United States,Houston,Texas,77036,Central,OFF-ST-10001580,Office Supplies,35.952,3,0.2
75,CA-2017-117457,21-06-2014,2014,24-11-2016,Standard Class,KH-16510 Keith Herrera,Consumer,United States,San Francisco,California,94110,West,FUR-TA-10002041,Furniture,1004.024,7,0.2
76,CA-2017-117457,21-06-2014,2014,24-11-2016,Standard Class,KH-16510 Keith Herrera,Consumer,United States,San Francisco,California,94110,West,OFF-PA-10002893,Office Supplies,9.68,1,0
77,CA-2017-117457,21-06-2014,2014,24-11-2016,Standard Class,KH-16510 Keith Herrera,Consumer,United States,San Francisco,California,94110,West,OFF-LA-10003766,Office Supplies,28.35,9,0
78,CA-2017-157252,27-05-2014,2014,25-01-2017,Second Class,CV-12805 Cynthia Voltz,Corporate,United States,New York City,New York,10024,East,FUR-CH-10003396,Furniture,207.846,3,0.1
79,CA-2016-115756,27-05-2014,2014,25-01-2017,Second Class,PK-19075 Pete Kriz,Consumer,United States,Detroit,Michigan,48227,Central,FUR-FU-10000246,Furniture,12.22,1,0
80,CA-2016-115756,29-12-2014,2014,27-05-2014,Second Class,PK-19075 Pete Kriz,Consumer,United States,Detroit,Michigan,48227,Central,OFF-PA-10002222,Office Supplies,91.36,4,0
81,CA-2016-115756,29-12-2014,2014,27-05-2014,Second Class,PK-19075 Pete Kriz,Consumer,United States,Detroit,Michigan,48227,Central,FUR-CH-10002372,Furniture,242.94,3,0
82,CA-2016-166674,13-01-2014,2014,22-09-2017,Second Class,RB-19360 Raymond Buch,Consumer,United States,Auburn,New York,13021,East,OFF-ST-10001469,Office Supplies,161.94,3,0
83,CA-2016-166674,13-01-2014,2014,13-02-2015,Second Class,RB-19360 Raymond Buch,Consumer,United States,Auburn,New York,13021,East,OFF-AR-10001953,Office Supplies,263.88,6,0
84,CA-2016-166674,13-01-2014,2014,15-01-2014,Second Class,RB-19360 Raymond Buch,Consumer,United States,Auburn,New York,13021,East,OFF-AR-10003156,Office Supplies,30.48,3,0
85,CA-2016-166674,13-01-2014,2014,15-01-2014,Second Class,RB-19360 Raymond Buch,Consumer,United States,Auburn,New York,13021,East,OFF-AR-10004974,Office Supplies,9.84,3,0
86,CA-2016-166674,13-01-2014,2014,15-01-2014,Second Class,RB-19360 Raymond Buch,Consumer,United States,Auburn,New York,13021,East,TEC-PH-10002365,Technology,35.12,4,0
87,CA-2017-147277,14-05-2014,2014,15-01-2014,Standard Class,EB-13705 Ed Braxton,Corporate,United States,Akron,Ohio,44312,East,FUR-TA-10001539,Furniture,284.364,2,0.4
88,CA-2015-109638,29-06-2014,2014,28-05-2015,Standard Class,JH-15985 Joseph Holt,Consumer,United States,Seattle,Washington,98115,West,OFF-BI-10001098,Office Supplies,51.312,3,0.2
89,CA-2014-144666,20-09-2014,2014,26-12-2015,Second Class,JP-15520 Jeremy Pistek,Consumer,United States,San Francisco,California,94110,West,TEC-PH-10002680,Technology,703.968,4,0.2
90,CA-2014-144666,20-09-2014,2014,26-12-2015,Second Class,JP-15520 Jeremy Pistek,Consumer,United States,San Francisco,California,94110,West,OFF-ST-10001321,Office Supplies,92.52,6,0
91,CA-2017-140963,13-10-2014,2014,14-05-2017,First Class,MT-18070 Michelle Tran,Home Office,United States,Los Angeles,California,90045,West,OFF-LA-10003923,Office Supplies,29.6,2,0
92,CA-2017-140963,13-10-2014,2014,14-05-2017,First Class,MT-18070 Michelle Tran,Home Office,United States,Los Angeles,California,90045,West,FUR-BO-10001337,Furniture,514.165,5,0.15
93,CA-2017-140963,13-10-2014,2014,23-03-2015,First Class,MT-18070 Michelle Tran,Home Office,United States,Los Angeles,California,90045,West,TEC-PH-10001924,Technology,279.96,5,0.2
94,CA-2014-154627,13-10-2014,2014,19-09-2016,First Class,SA-20830 Sue Ann Reed,Consumer,United States,Chicago,Illinois,60610,Central,TEC-PH-10001363,Technology,2735.952,6,0.2
95,CA-2014-113362,28-06-2014,2014,28-08-2017,Standard Class,AJ-10960 Astrea Jones,Consumer,United States,Rochester,New York,14609,East,OFF-EN-10003845,Office Supplies,11.07,3,0
96,CA-2016-169166,28-06-2014,2014,28-08-2017,Standard Class,SS-20590 Sonia Sunley,Consumer,United States,Seattle,Washington,98115,West,TEC-AC-10000991,Technology,93.98,2,0
97,US-2016-120929,28-06-2014,2014,28-08-2017,Second Class,RO-19780 Rose O'Brian,Consumer,United States,Memphis,Tennessee,38109,South,FUR-TA-10001857,Furniture,189.882,3,0.4
98,CA-2015-134782,28-06-2014,2014,21-06-2017,Standard Class,MD-17350 Maribeth Dona,Consumer,United States,Fayetteville,Arkansas,72701,South,OFF-EN-10001434,Office Supplies,105.42,2,0
99,CA-2016-126158,28-06-2014,2014,21-06-2017,Standard Class,SC-20095 Sanjit Chand,Consumer,United States,Costa Mesa,California,92627,West,OFF-BI-10002498,Office Supplies,119.616,8,0.2
100,CA-2015-158792,17-09-2014,2014,21-09-2014,Standard Class,BD-11605 Brian Dahlen,Consumer,United States,Lawrence,Massachusetts,1841,East,OFF-FA-10002815,Office Supplies,22.2,5,0
101,US-2015-138303,29-04-2014,2014,19-10-2017,Standard Class,MG-18145 Mike Gockenbach,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-EN-10001335,Office Supplies,52.512,6,0.2
102,CA-2017-162929,15-06-2014,2014,15-04-2015,First Class,AS-10135 Adrian Shami,Home Office,United States,New York City,New York,10035,East,OFF-PA-10002986,Office Supplies,13.36,2,0
103,CA-2015-113173,15-06-2014,2014,15-04-2015,Second Class,DK-13225 Dean Katz,Corporate,United States,Chicago,Illinois,60653,Central,OFF-ST-10000604,Office Supplies,250.272,9,0.2
104,CA-2015-113173,15-06-2014,2014,15-04-2015,Second Class,DK-13225 Dean Katz,Corporate,United States,Chicago,Illinois,60653,Central,OFF-BI-10004738,Office Supplies,11.364,3,0.8
105,CA-2016-136406,13-09-2014,2014,16-09-2014,Second Class,BD-11320 Bill Donatelli,Consumer,United States,San Francisco,California,94110,West,FUR-CH-10002024,Furniture,1121.568,2,0.2
106,CA-2017-112774,13-09-2014,2014,16-09-2014,First Class,RC-19960 Ryan Crowe,Consumer,United States,Jacksonville,Florida,32216,South,FUR-FU-10003039,Furniture,34.504,1,0.2
107,CA-2017-145233,22-09-2014,2014,31-03-2015,Standard Class,DV-13465 Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,OFF-AP-10000358,Office Supplies,31.152,3,0.2
108,CA-2017-145233,16-01-2014,2014,27-08-2016,Standard Class,DV-13465 Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,OFF-BI-10002764,Office Supplies,6.783,7,0.7
109,CA-2017-145233,16-01-2014,2014,27-08-2016,Standard Class,DV-13465 Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,TEC-PH-10001254,Technology,406.368,4,0.2
110,CA-2015-128139,16-01-2014,2014,25-05-2014,Standard Class,BD-11725 Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,40475,South,FUR-CH-10003956,Furniture,70.98,1,0
111,CA-2015-128139,16-01-2014,2014,25-05-2014,Standard Class,BD-11725 Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,40475,South,OFF-LA-10003930,Office Supplies,294.93,3,0
112,CA-2014-131450,21-05-2014,2014,24-12-2015,Standard Class,LR-16915 Lena Radford,Consumer,United States,San Diego,California,92024,West,FUR-FU-10001979,Furniture,327.76,8,0
113,CA-2016-120180,21-05-2014,2014,24-12-2015,First Class,TP-21130 Theone Pippenger,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-SU-10004115,Office Supplies,11.632,2,0.2
114,CA-2016-161816,24-11-2014,2014,22-11-2016,First Class,NB-18655 Nona Balk,Corporate,United States,Dallas,Texas,75217,Central,TEC-PH-10003012,Technology,369.576,3,0.2
115,CA-2017-133431,27-05-2014,2014,21-04-2015,Standard Class,LC-17140 Logan Currie,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10002615,Office Supplies,13.23,3,0
116,US-2016-135720,27-05-2014,2014,30-09-2017,Second Class,FM-14380 Fred McMath,Consumer,United States,Aurora,Colorado,80013,West,OFF-ST-10001963,Office Supplies,243.384,3,0.2
117,CA-2016-137239,25-06-2014,2014,27-10-2016,Standard Class,CR-12730 Craig Reiter,Consumer,United States,Columbus,Ohio,43229,East,OFF-EN-10002230,Office Supplies,134.288,2,0.2
118,US-2017-119438,20-01-2014,2014,16-04-2016,Standard Class,CD-11980 Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,OFF-AP-10000804,Office Supplies,2.688,3,0.8
119,US-2017-119438,20-01-2014,2014,16-04-2016,Standard Class,CD-11980 Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,TEC-AC-10003614,Technology,27.816,3,0.2
120,US-2017-119438,20-01-2014,2014,15-11-2016,Standard Class,CD-11980 Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,FUR-FU-10003553,Furniture,82.524,3,0.6
121,US-2017-119438,20-01-2014,2014,15-11-2016,Standard Class,CD-11980 Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,OFF-BI-10004632,Office Supplies,182.994,3,0.8
122,CA-2016-164511,20-01-2014,2014,15-11-2016,Standard Class,DJ-13630 Doug Jacobs,Consumer,United States,New York City,New York,10024,East,OFF-BI-10003305,Office Supplies,14.352,3,0.2
123,CA-2016-164511,20-01-2014,2014,15-11-2016,Standard Class,DJ-13630 Doug Jacobs,Consumer,United States,New York City,New York,10024,East,OFF-ST-10002583,Office Supplies,64.96,2,0
124,CA-2016-164511,29-09-2014,2014,15-11-2016,Standard Class,DJ-13630 Doug Jacobs,Consumer,United States,New York City,New York,10024,East,OFF-ST-10004507,Office Supplies,68.6,4,0
125,US-2017-168116,29-09-2014,2014,14-05-2015,Same Day,GT-14635 Grant Thornton,Corporate,United States,Burlington,North Carolina,27217,South,TEC-MA-10004125,Technology,7999.98,4,0.5
126,US-2017-168116,29-09-2014,2014,21-12-2014,Same Day,GT-14635 Grant Thornton,Corporate,United States,Burlington,North Carolina,27217,South,OFF-AP-10002457,Office Supplies,167.44,2,0.2
127,CA-2014-157784,29-09-2014,2014,21-12-2014,First Class,MC-17845 Michael Chen,Consumer,United States,Jackson,Mississippi,39212,South,TEC-AC-10003911,Technology,479.97,3,0
128,CA-2014-157784,29-09-2014,2014,21-12-2014,First Class,MC-17845 Michael Chen,Consumer,United States,Jackson,Mississippi,39212,South,OFF-LA-10001934,Office Supplies,14.62,2,0
129,US-2014-117135,20-12-2014,2014,25-04-2014,Second Class,NP-18325 Naresj Patel,Consumer,United States,Waynesboro,Virginia,22980,South,FUR-FU-10004071,Furniture,104.01,1,0
130,US-2014-117135,20-12-2014,2014,26-10-2015,Second Class,NP-18325 Naresj Patel,Consumer,United States,Waynesboro,Virginia,22980,South,TEC-PH-10002033,Technology,284.82,1,0
131,US-2014-117135,20-12-2014,2014,25-08-2015,Second Class,NP-18325 Naresj Patel,Consumer,United States,Waynesboro,Virginia,22980,South,OFF-ST-10002444,Office Supplies,36.84,3,0
132,CA-2015-131534,20-12-2014,2014,30-12-2014,Standard Class,AB-10165 Alan Barnes,Consumer,United States,Los Angeles,California,90036,West,TEC-AC-10002253,Technology,166.24,1,0
133,CA-2015-119291,21-04-2014,2014,25-06-2014,First Class,JO-15550 Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-LA-10002312,Office Supplies,47.36,4,0.2
134,CA-2015-119291,27-12-2014,2014,30-11-2014,First Class,JO-15550 Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-BI-10001575,Office Supplies,18.588,2,0.7
135,CA-2017-114552,21-06-2014,2014,30-11-2014,Standard Class,Dl-13600 Dorris liebe,Corporate,United States,Cleveland,Ohio,44105,East,FUR-FU-10002960,Furniture,15.072,3,0.2
136,CA-2016-163755,21-06-2014,2014,28-02-2017,Second Class,AS-10285 Alejandro Savely,Corporate,United States,Seattle,Washington,98103,West,FUR-FU-10003394,Furniture,209.88,3,0
137,CA-2014-138527,24-11-2014,2014,28-02-2017,Standard Class,BN-11470 Brad Norvell,Corporate,United States,Cary,North Carolina,27511,South,OFF-AP-10001469,Office Supplies,166.84,5,0.2
138,CA-2014-138527,24-11-2014,2014,28-02-2017,Standard Class,BN-11470 Brad Norvell,Corporate,United States,Cary,North Carolina,27511,South,TEC-AC-10002399,Technology,15.216,1,0.2
139,CA-2014-112158,24-11-2014,2014,15-09-2015,First Class,DP-13165 David Philippe,Consumer,United States,New York City,New York,10035,East,TEC-AC-10003628,Technology,119.96,4,0
140,CA-2014-112158,24-11-2014,2014,15-09-2015,First Class,DP-13165 David Philippe,Consumer,United States,New York City,New York,10035,East,FUR-BO-10003272,Furniture,883.92,5,0.2
141,CA-2017-126074,24-12-2014,2014,14-03-2017,Standard Class,RF-19735 Roland Fjeld,Consumer,United States,Trenton,Michigan,48183,Central,OFF-BI-10003638,Office Supplies,58.05,3,0
142,CA-2017-126074,24-12-2014,2014,14-03-2017,Standard Class,RF-19735 Roland Fjeld,Consumer,United States,Trenton,Michigan,48183,Central,FUR-FU-10003577,Furniture,157.74,11,0
